readName,readClass
m84074_240804_073425_s4/243208914/ccs,CTCR-P
m84074_240804_073425_s4/267392054/ccs,CTCR-P
m84074_240804_073425_s4/245962063/ccs,CTCR-P
m84074_240804_073425_s4/247206134/ccs,CTCR-P
m84074_240804_073425_s4/244716532/ccs,CTCR-P
m84074_240804_073425_s4/218043354/ccs,CTCR-P
m84074_240804_073425_s4/212079775/ccs,CTCR-P
m84074_240804_073425_s4/220402386/ccs,CTCR-P
m84074_240804_073425_s4/237704522/ccs,CTCR-P
m84074_240804_073425_s4/234230202/ccs,CTCR-P
m84074_240804_073425_s4/263066682/ccs,CTCR-P
m84074_240804_073425_s4/240587262/ccs,CTCR-P
m84074_240804_073425_s4/258411749/ccs,CTCR-P
m84074_240804_073425_s4/243076236/ccs,CTCR-P
m84074_240804_073425_s4/212341738/ccs,CTCR-P
m84074_240804_073425_s4/251006477/ccs,CTCR-P
m84074_240804_073425_s4/266734967/ccs,CTCR-P
m84074_240804_073425_s4/222237041/ccs,CTCR-P
m84074_240804_073425_s4/247469015/ccs,CTCR-P
m84074_240804_073425_s4/211752490/ccs,CTCR-P
m84074_240804_073425_s4/261231890/ccs,CTCR-P
m84074_240804_073425_s4/244584073/ccs,CTCR-P
m84074_240804_073425_s4/222434913/ccs,CTCR-P
m84074_240804_073425_s4/218043867/ccs,CTCR-P
m84074_240804_073425_s4/241440214/ccs,CTCR-P
m84074_240804_073425_s4/244519198/ccs,CTCR-P
m84074_240804_073425_s4/258871550/ccs,CTCR-P
m84074_240804_073425_s4/250615554/ccs,CTCR-P
m84074_240804_073425_s4/212079000/ccs,CTCR-P
m84074_240804_073425_s4/263197104/ccs,CTCR-P
m84074_240804_073425_s4/234491926/ccs,CTCR-P
m84074_240804_073425_s4/256054154/ccs,CTCR-P
m84074_240804_073425_s4/263065298/ccs,CTCR-P
m84074_240804_073425_s4/250942705/ccs,CTCR-P
m84074_240804_073425_s4/233705087/ccs,CTCR-P
m84074_240804_073425_s4/228070237/ccs,CTCR-P
m84074_240804_073425_s4/263722297/ccs,CTCR-P
m84074_240804_073425_s4/265622704/ccs,CTCR-P
m84074_240804_073425_s4/261756201/ccs,CTCR-P
m84074_240804_073425_s4/241373085/ccs,CTCR-P
m84074_240804_073425_s4/259264161/ccs,CTCR-P
m84074_240804_073425_s4/255791745/ccs,CTCR-P
m84074_240804_073425_s4/249171380/ccs,CTCR-P
m84074_240804_073425_s4/223220113/ccs,CTCR-P
m84074_240804_073425_s4/237966300/ccs,CTCR-P
m84074_240804_073425_s4/258086398/ccs,CTCR-P
m84074_240804_073425_s4/249695946/ccs,CTCR-P
m84074_240804_073425_s4/249172153/ccs,CTCR-P
m84074_240804_073425_s4/256972556/ccs,CTCR-P
m84074_240804_073425_s4/212408026/ccs,CTCR-P
m84074_240804_073425_s4/221646548/ccs,CTCR-P
m84074_240804_073425_s4/259985697/ccs,CTCR-P
m84074_240804_073425_s4/222434840/ccs,CTCR-P
m84074_240804_073425_s4/257299623/ccs,CTCR-P
m84074_240804_073425_s4/267652663/ccs,CTCR-P
m84074_240804_073425_s4/248450788/ccs,CTCR-P
m84074_240804_073425_s4/261492625/ccs,CTCR-P
m84074_240804_073425_s4/260771838/ccs,CTCR-P
m84074_240804_073425_s4/244584321/ccs,CTCR-P
m84074_240804_073425_s4/246420294/ccs,CTCR-P
m84074_240804_073425_s4/243603000/ccs,CTCR-P
m84074_240804_073425_s4/254874492/ccs,CTCR-P
m84074_240804_073425_s4/228921446/ccs,CTCR-P
m84074_240804_073425_s4/241765611/ccs,CTCR-P
m84074_240804_073425_s4/261428237/ccs,CTCR-P
m84074_240804_073425_s4/211227912/ccs,CTCR-P
m84074_240804_073425_s4/252909044/ccs,CTCR-P
m84074_240804_073425_s4/223418039/ccs,CTCR-P
m84074_240804_073425_s4/253235513/ccs,CTCR-P
m84074_240804_073425_s4/211031061/ccs,CTCR-P
m84074_240804_073425_s4/241241692/ccs,CTCR-P
m84074_240804_073425_s4/247928410/ccs,CTCR-P
m84074_240804_073425_s4/253433547/ccs,CTCR-P
m84074_240804_073425_s4/254611968/ccs,CTCR-P
m84074_240804_073425_s4/240062906/ccs,CTCR-P
m84074_240804_073425_s4/242095396/ccs,CTCR-P
m84074_240804_073425_s4/249826410/ccs,CTCR-P
m84074_240804_073425_s4/216928552/ccs,CTCR-P
m84074_240804_073425_s4/247141242/ccs,CTCR-P
m84074_240804_073425_s4/242159157/ccs,CTCR-P
m84074_240804_073425_s4/249958033/ccs,CTCR-P
m84074_240804_073425_s4/247074951/ccs,CTCR-P
m84074_240804_073425_s4/216404432/ccs,CTCR-P
m84074_240804_073425_s4/223218883/ccs,CTCR-P
m84074_240804_073425_s4/246027197/ccs,CTCR-P
m84074_240804_073425_s4/245437475/ccs,CTCR-P
m84074_240804_073425_s4/211228275/ccs,CTCR-P
m84074_240804_073425_s4/220204362/ccs,CTCR-P
m84074_240804_073425_s4/260445742/ccs,CTCR-P
m84074_240804_073425_s4/227678127/ccs,CTCR-P
m84074_240804_073425_s4/250088935/ccs,CTCR-P
m84074_240804_073425_s4/247141798/ccs,CTCR-P
m84074_240804_073425_s4/222170757/ccs,CTCR-P
m84074_240804_073425_s4/254809474/ccs,CTCR-P
m84074_240804_073425_s4/251991082/ccs,CTCR-P
m84074_240804_073425_s4/221320816/ccs,CTCR-P
m84074_240804_073425_s4/241504187/ccs,CTCR-P
m84074_240804_073425_s4/241178205/ccs,CTCR-P
m84074_240804_073425_s4/240194668/ccs,CTCR-P
m84074_240804_073425_s4/266474670/ccs,CTCR-P
m84074_240804_073425_s4/228463244/ccs,CTCR-P
m84074_240804_073425_s4/255331372/ccs,CTCR-P
m84074_240804_073425_s4/254086353/ccs,CTCR-P
m84074_240804_073425_s4/217058798/ccs,CTCR-P
m84074_240804_073425_s4/256053578/ccs,CTCR-P
m84074_240804_073425_s4/258085974/ccs,CTCR-P
m84074_240804_073425_s4/250350639/ccs,CTCR-P
m84074_240804_073425_s4/250875897/ccs,CTCR-P
m84074_240804_073425_s4/242422554/ccs,CTCR-P
m84074_240804_073425_s4/227677796/ccs,CTCR-P
m84074_240804_073425_s4/258215356/ccs,CTCR-P
m84074_240804_073425_s4/222432824/ccs,CTCR-P
m84074_240804_073425_s4/259723953/ccs,CTCR-P
m84074_240804_073425_s4/217650127/ccs,CTCR-P
m84074_240804_073425_s4/229249519/ccs,CTCR-P
m84074_240804_073425_s4/251138902/ccs,CTCR-P
m84074_240804_073425_s4/233902255/ccs,CTCR-P
m84074_240804_073425_s4/212211002/ccs,CTCR-P
m84074_240804_073425_s4/220204797/ccs,CTCR-P
m84074_240804_073425_s4/262934996/ccs,CTCR-P
m84074_240804_073425_s4/265424092/ccs,CTCR-P
m84074_240804_073425_s4/242356911/ccs,CTCR-P
m84074_240804_073425_s4/256578126/ccs,CTCR-P
m84074_240804_073425_s4/264180915/ccs,CTCR-P
m84074_240804_073425_s4/211882781/ccs,CTCR-P
m84074_240804_073425_s4/262606192/ccs,CTCR-P
m84074_240804_073425_s4/245894198/ccs,CTCR-P
m84074_240804_073425_s4/239210791/ccs,CTCR-P
m84074_240804_073425_s4/252187872/ccs,CTCR-P
m84074_240804_073425_s4/240193776/ccs,CTCR-P
m84074_240804_073425_s4/259001465/ccs,CTCR-P
m84074_240804_073425_s4/242751262/ccs,CTCR-P
m84074_240804_073425_s4/240979236/ccs,CTCR-P
m84074_240804_073425_s4/257496375/ccs,CTCR-P
m84074_240804_073425_s4/211882144/ccs,CTCR-P
m84074_240804_073425_s4/244255977/ccs,CTCR-P
m84074_240804_073425_s4/254020737/ccs,CTCR-P
m84074_240804_073425_s4/260511370/ccs,CTCR-P
m84074_240804_073425_s4/222237392/ccs,CTCR-P
m84074_240804_073425_s4/266997195/ccs,CTCR-P
m84074_240804_073425_s4/227873730/ccs,CTCR-P
m84074_240804_073425_s4/244911140/ccs,CTCR-P
m84074_240804_073425_s4/243339713/ccs,CTCR-P
m84074_240804_073425_s4/250942636/ccs,CTCR-P
m84074_240804_073425_s4/254479551/ccs,CTCR-P
m84074_240804_073425_s4/244977450/ccs,CTCR-P
m84074_240804_073425_s4/264965792/ccs,CTCR-P
m84074_240804_073425_s4/238096084/ccs,CTCR-P
m84074_240804_073425_s4/248778870/ccs,CTCR-P
m84074_240804_073425_s4/210898289/ccs,CTCR-P
m84074_240804_073425_s4/227677078/ccs,CTCR-P
m84074_240804_073425_s4/211293631/ccs,CTCR-P
m84074_240804_073425_s4/258282359/ccs,CTCR-P
m84074_240804_073425_s4/222368732/ccs,CTCR-P
m84074_240804_073425_s4/262016669/ccs,CTCR-P
m84074_240804_073425_s4/216863997/ccs,CTCR-P
m84074_240804_073425_s4/211292031/ccs,CTCR-P
m84074_240804_073425_s4/246615538/ccs,CTCR-P
m84074_240804_073425_s4/267717963/ccs,CTCR-P
m84074_240804_073425_s4/240785134/ccs,CTCR-P
m84074_240804_073425_s4/217977134/ccs,CTCR-P
m84074_240804_073425_s4/223416244/ccs,CTCR-P
m84074_240804_073425_s4/220729514/ccs,CTCR-P
m84074_240804_073425_s4/211816711/ccs,CTCR-P
m84074_240804_073425_s4/255135133/ccs,CTCR-P
m84074_240804_073425_s4/246680754/ccs,CTCR-P
m84074_240804_073425_s4/255070105/ccs,CTCR-P
m84074_240804_073425_s4/245632798/ccs,CTCR-P
m84074_240804_073425_s4/257494794/ccs,CTCR-P
m84074_240804_073425_s4/238686278/ccs,CTCR-P
m84074_240804_073425_s4/254808485/ccs,CTCR-P
m84074_240804_073425_s4/250089801/ccs,CTCR-P
m84074_240804_073425_s4/254480195/ccs,CTCR-P
m84074_240804_073425_s4/217976296/ccs,CTCR-P
m84074_240804_073425_s4/217321240/ccs,CTCR-P
m84074_240804_073425_s4/217913038/ccs,CTCR-P
m84074_240804_073425_s4/211293794/ccs,CTCR-P
m84074_240804_073425_s4/227807325/ccs,CTCR-P
m84074_240804_073425_s4/256839976/ccs,CTCR-P
m84074_240804_073425_s4/234295394/ccs,CTCR-P
m84074_240804_073425_s4/222435238/ccs,CTCR-P
m84074_240804_073425_s4/239996712/ccs,CTCR-P
m84074_240804_073425_s4/250287580/ccs,CTCR-P
m84074_240804_073425_s4/256250586/ccs,CTCR-P
m84074_240804_073425_s4/217453040/ccs,CTCR-P
m84074_240804_073425_s4/248451874/ccs,CTCR-P
m84074_240804_073425_s4/258216621/ccs,CTCR-P
m84074_240804_073425_s4/256511810/ccs,CTCR-P
m84074_240804_073425_s4/246355788/ccs,CTCR-P
m84074_240804_073425_s4/257562180/ccs,CTCR-P
m84074_240804_073425_s4/234490890/ccs,CTCR-P
m84074_240804_073425_s4/254545801/ccs,CTCR-P
m84074_240804_073425_s4/241897259/ccs,CTCR-P
m84074_240804_073425_s4/262541793/ccs,CTCR-P
m84074_240804_073425_s4/255396881/ccs,CTCR-P
m84074_240804_073425_s4/263656925/ccs,CTCR-P
m84074_240804_073425_s4/247927816/ccs,CTCR-P
m84074_240804_073425_s4/266865965/ccs,CTCR-P
m84074_240804_073425_s4/241438095/ccs,CTCR-P
m84074_240804_073425_s4/238687928/ccs,CTCR-P
m84074_240804_073425_s4/263001169/ccs,CTCR-P
m84074_240804_073425_s4/254416378/ccs,CTCR-P
m84074_240804_073425_s4/242290352/ccs,CTCR-P
m84074_240804_073425_s4/257431144/ccs,CTCR-P
m84074_240804_073425_s4/251401006/ccs,CTCR-P
m84074_240804_073425_s4/262082227/ccs,CTCR-P
m84074_240804_073425_s4/263458167/ccs,CTCR-P
m84074_240804_073425_s4/248778732/ccs,CTCR-P
m84074_240804_073425_s4/247009546/ccs,CTCR-P
m84074_240804_073425_s4/259395275/ccs,CTCR-P
m84074_240804_073425_s4/260574791/ccs,CTCR-P
m84074_240804_073425_s4/239474506/ccs,CTCR-P
m84074_240804_073425_s4/265884661/ccs,CTCR-P
m84074_240804_073425_s4/244650244/ccs,CTCR-P
m84074_240804_073425_s4/210964129/ccs,CTCR-P
m84074_240804_073425_s4/250943029/ccs,CTCR-P
m84074_240804_073425_s4/255857117/ccs,CTCR-P
m84074_240804_073425_s4/253562454/ccs,CTCR-P
m84074_240804_073425_s4/254547496/ccs,CTCR-P
m84074_240804_073425_s4/222891124/ccs,CTCR-P
m84074_240804_073425_s4/257233625/ccs,CTCR-P
m84074_240804_073425_s4/260640878/ccs,CTCR-P
m84074_240804_073425_s4/247271157/ccs,CTCR-P
m84074_240804_073425_s4/242357830/ccs,CTCR-P
m84074_240804_073425_s4/250615175/ccs,CTCR-P
m84074_240804_073425_s4/247992611/ccs,CTCR-P
m84074_240804_073425_s4/241899069/ccs,CTCR-P
m84074_240804_073425_s4/217518854/ccs,CTCR-P
m84074_240804_073425_s4/253892260/ccs,CTCR-P
m84074_240804_073425_s4/246091535/ccs,CTCR-P
m84074_240804_073425_s4/241898226/ccs,CTCR-P
m84074_240804_073425_s4/211424461/ccs,CTCR-P
m84074_240804_073425_s4/227809136/ccs,CTCR-P
m84074_240804_073425_s4/256511276/ccs,CTCR-P
m84074_240804_073425_s4/211225755/ccs,CTCR-P
m84074_240804_073425_s4/252580726/ccs,CTCR-P
m84074_240804_073425_s4/240061738/ccs,CTCR-P
m84074_240804_073425_s4/228529891/ccs,CTCR-P
m84074_240804_073425_s4/237966988/ccs,CTCR-P
m84074_240804_073425_s4/259592840/ccs,CTCR-P
m84074_240804_073425_s4/254415513/ccs,CTCR-P
m84074_240804_073425_s4/249237115/ccs,CTCR-P
m84074_240804_073425_s4/238424030/ccs,CTCR-P
m84074_240804_073425_s4/228987191/ccs,CTCR-P
m84074_240804_073425_s4/222695028/ccs,CTCR-P
m84074_240804_073425_s4/259984397/ccs,CTCR-P
m84074_240804_073425_s4/259526171/ccs,CTCR-P
m84074_240804_073425_s4/260705396/ccs,CTCR-P
m84074_240804_073425_s4/252710801/ccs,CTCR-P
m84074_240804_073425_s4/252318459/ccs,CTCR-P
m84074_240804_073425_s4/261952233/ccs,CTCR-P
m84074_240804_073425_s4/262804461/ccs,CTCR-P
m84074_240804_073425_s4/243339553/ccs,CTCR-P
m84074_240804_073425_s4/240129489/ccs,CTCR-P
m84074_240804_073425_s4/242487587/ccs,CTCR-P
m84074_240804_073425_s4/212276004/ccs,CTCR-P
m84074_240804_073425_s4/265293478/ccs,CTCR-P
m84074_240804_073425_s4/264312385/ccs,CTCR-P
m84074_240804_073425_s4/234099338/ccs,CTCR-P
m84074_240804_073425_s4/238621415/ccs,CTCR-P
m84074_240804_073425_s4/222825577/ccs,CTCR-P
m84074_240804_073425_s4/241045813/ccs,CTCR-P
m84074_240804_073425_s4/251270786/ccs,CTCR-P
m84074_240804_073425_s4/258674809/ccs,CTCR-P
m84074_240804_073425_s4/211226622/ccs,CTCR-P
m84074_240804_073425_s4/222631664/ccs,CTCR-P
m84074_240804_073425_s4/222565911/ccs,CTCR-P
m84074_240804_073425_s4/260968057/ccs,CTCR-P
m84074_240804_073425_s4/242815618/ccs,CTCR-P
m84074_240804_073425_s4/250482683/ccs,CTCR-P
m84074_240804_073425_s4/223284527/ccs,CTCR-P
m84074_240804_073425_s4/221451658/ccs,CTCR-P
m84074_240804_073425_s4/241503719/ccs,CTCR-P
m84074_240804_073425_s4/239996502/ccs,CTCR-P
m84074_240804_073425_s4/237768329/ccs,CTCR-P
m84074_240804_073425_s4/245634379/ccs,CTCR-P
m84074_240804_073425_s4/220402826/ccs,CTCR-P
m84074_240804_073425_s4/239802152/ccs,CTCR-P
m84074_240804_073425_s4/262739363/ccs,CTCR-P
m84074_240804_073425_s4/255069624/ccs,CTCR-P
m84074_240804_073425_s4/241505711/ccs,CTCR-P
m84074_240804_073425_s4/266735848/ccs,CTCR-P
m84074_240804_073425_s4/245502663/ccs,CTCR-P
m84074_240804_073425_s4/254741673/ccs,CTCR-P
m84074_240804_073425_s4/237571597/ccs,CTCR-P
m84074_240804_073425_s4/237572081/ccs,CTCR-P
m84074_240804_073425_s4/259657129/ccs,CTCR-P
m84074_240804_073425_s4/265882929/ccs,CTCR-P
m84074_240804_073425_s4/221515672/ccs,CTCR-P
m84074_240804_073425_s4/221647926/ccs,CTCR-P
m84074_240804_073425_s4/222171888/ccs,CTCR-P
m84074_240804_073425_s4/266867474/ccs,CTCR-P
m84074_240804_073425_s4/262671475/ccs,CTCR-P
m84074_240804_073425_s4/261624270/ccs,CTCR-P
m84074_240804_073425_s4/264836027/ccs,CTCR-P
m84074_240804_073425_s4/259919017/ccs,CTCR-P
m84074_240804_073425_s4/228070899/ccs,CTCR-P
m84074_240804_073425_s4/250483518/ccs,CTCR-P
m84074_240804_073425_s4/222236911/ccs,CTCR-P
m84074_240804_073425_s4/262278521/ccs,CTCR-P
m84074_240804_073425_s4/256315191/ccs,CTCR-P
m84074_240804_073425_s4/261034033/ccs,CTCR-P
m84074_240804_073425_s4/261690095/ccs,CTCR-P
m84074_240804_073425_s4/264638703/ccs,CTCR-P
m84074_240804_073425_s4/241833474/ccs,CTCR-P
m84074_240804_073425_s4/265163448/ccs,CTCR-P
m84074_240804_073425_s4/248059346/ccs,CTCR-P
m84074_240804_073425_s4/227545916/ccs,CTCR-P
m84074_240804_073425_s4/261296882/ccs,CTCR-P
m84074_240804_073425_s4/249040143/ccs,CTCR-P
m84074_240804_073425_s4/262017677/ccs,CTCR-P
m84074_240804_073425_s4/254152242/ccs,CTCR-P
m84074_240804_073425_s4/260510458/ccs,CTCR-P
m84074_240804_073425_s4/212472230/ccs,CTCR-P
m84074_240804_073425_s4/240324032/ccs,CTCR-P
m84074_240804_073425_s4/256512885/ccs,CTCR-P
m84074_240804_073425_s4/266472630/ccs,CTCR-P
m84074_240804_073425_s4/233968570/ccs,CTCR-P
m84074_240804_073425_s4/228789454/ccs,CTCR-P
m84074_240804_073425_s4/264769913/ccs,CTCR-P
m84074_240804_073425_s4/260641389/ccs,CTCR-P
m84074_240804_073425_s4/238687640/ccs,CTCR-P
m84074_240804_073425_s4/220532376/ccs,CTCR-P
m84074_240804_073425_s4/255266861/ccs,CTCR-P
m84074_240804_073425_s4/264770569/ccs,CTCR-P
m84074_240804_073425_s4/255790627/ccs,CTCR-P
m84074_240804_073425_s4/243076506/ccs,CTCR-P
m84074_240804_073425_s4/245960311/ccs,CTCR-P
m84074_240804_073425_s4/248124491/ccs,CTCR-P
m84074_240804_073425_s4/258935847/ccs,CTCR-P
m84074_240804_073425_s4/252842570/ccs,CTCR-P
m84074_240804_073425_s4/242816051/ccs,CTCR-P
m84074_240804_073425_s4/245108789/ccs,CTCR-P
m84074_240804_073425_s4/244913910/ccs,CTCR-P
m84074_240804_073425_s4/260181928/ccs,CTCR-P
m84074_240804_073425_s4/238621064/ccs,CTCR-P
m84074_240804_073425_s4/263394675/ccs,CTCR-P
m84074_240804_073425_s4/243799122/ccs,CTCR-P
m84074_240804_073425_s4/254874602/ccs,CTCR-P
m84074_240804_073425_s4/216534752/ccs,CTCR-P
m84074_240804_073425_s4/260510450/ccs,CTCR-P
m84074_240804_073425_s4/211029398/ccs,CTCR-P
m84074_240804_073425_s4/243143977/ccs,CTCR-P
m84074_240804_073425_s4/261689726/ccs,CTCR-P
m84074_240804_073425_s4/248581467/ccs,CTCR-P
m84074_240804_073425_s4/267390734/ccs,CTCR-P
m84074_240804_073425_s4/234164896/ccs,CTCR-P
m84074_240804_073425_s4/253628915/ccs,CTCR-P
m84074_240804_073425_s4/266342352/ccs,CTCR-P
m84074_240804_073425_s4/258741621/ccs,CTCR-P
m84074_240804_073425_s4/255006255/ccs,CTCR-P
m84074_240804_073425_s4/238687218/ccs,CTCR-P
m84074_240804_073425_s4/241243177/ccs,CTCR-P
m84074_240804_073425_s4/250352713/ccs,CTCR-P
m84074_240804_073425_s4/255332996/ccs,CTCR-P
m84074_240804_073425_s4/228789861/ccs,CTCR-P
m84074_240804_073425_s4/258413663/ccs,CTCR-P
m84074_240804_073425_s4/256644837/ccs,CTCR-P
m84074_240804_073425_s4/221712818/ccs,CTCR-P
m84074_240804_073425_s4/264572111/ccs,CTCR-P
m84074_240804_073425_s4/251006815/ccs,CTCR-P
m84074_240804_073425_s4/227743067/ccs,CTCR-P
m84074_240804_073425_s4/220927501/ccs,CTCR-P
m84074_240804_073425_s4/256380636/ccs,CTCR-P
m84074_240804_073425_s4/251663455/ccs,CTCR-P
m84074_240804_073425_s4/262477246/ccs,CTCR-P
m84074_240804_073425_s4/228200257/ccs,CTCR-P
m84074_240804_073425_s4/252515499/ccs,CTCR-P
m84074_240804_073425_s4/265752741/ccs,CTCR-P
m84074_240804_073425_s4/222171937/ccs,CTCR-P
m84074_240804_073425_s4/265557502/ccs,CTCR-P
m84074_240804_073425_s4/227741604/ccs,CTCR-P
m84074_240804_073425_s4/211357856/ccs,CTCR-P
m84074_240804_073425_s4/245699561/ccs,CTCR-P
m84074_240804_073425_s4/223546519/ccs,CTCR-P
m84074_240804_073425_s4/250812131/ccs,CTCR-P
m84074_240804_073425_s4/237702497/ccs,CTCR-P
m84074_240804_073425_s4/266997360/ccs,CTCR-P
m84074_240804_073425_s4/249239228/ccs,CTCR-P
m84074_240804_073425_s4/250483428/ccs,CTCR-P
m84074_240804_073425_s4/228200506/ccs,CTCR-P
m84074_240804_073425_s4/220796218/ccs,CTCR-P
m84074_240804_073425_s4/246419079/ccs,CTCR-P
m84074_240804_073425_s4/261493043/ccs,CTCR-P
m84074_240804_073425_s4/253302297/ccs,CTCR-P
m84074_240804_073425_s4/249368190/ccs,CTCR-P
m84074_240804_073425_s4/220926127/ccs,CTCR-P
m84074_240804_073425_s4/234820672/ccs,CTCR-P
m84074_240804_073425_s4/246943205/ccs,CTCR-P
m84074_240804_073425_s4/216599672/ccs,CTCR-P
m84074_240804_073425_s4/256053812/ccs,CTCR-P
m84074_240804_073425_s4/260903927/ccs,CTCR-P
m84074_240804_073425_s4/222695175/ccs,CTCR-P
m84074_240804_073425_s4/253826484/ccs,CTCR-P
m84074_240804_073425_s4/240324554/ccs,CTCR-P
m84074_240804_073425_s4/262279498/ccs,CTCR-P
m84074_240804_073425_s4/264638275/ccs,CTCR-P
m84074_240804_073425_s4/240915694/ccs,CTCR-P
m84074_240804_073425_s4/234622374/ccs,CTCR-P
m84074_240804_073425_s4/220270405/ccs,CTCR-P
m84074_240804_073425_s4/217255917/ccs,CTCR-P
m84074_240804_073425_s4/251073433/ccs,CTCR-P
m84074_240804_073425_s4/265097405/ccs,CTCR-P
m84074_240804_073425_s4/256576609/ccs,CTCR-P
m84074_240804_073425_s4/212208961/ccs,CTCR-P
m84074_240804_073425_s4/221713705/ccs,CTCR-P
m84074_240804_073425_s4/222695702/ccs,CTCR-P
m84074_240804_073425_s4/249237446/ccs,CTCR-P
m84074_240804_073425_s4/243142671/ccs,CTCR-P
m84074_240804_073425_s4/263590028/ccs,CTCR-P
m84074_240804_073425_s4/211555532/ccs,CTCR-P
m84074_240804_073425_s4/221385379/ccs,CTCR-P
m84074_240804_073425_s4/257889646/ccs,CTCR-P
m84074_240804_073425_s4/255134824/ccs,CTCR-P
m84074_240804_073425_s4/237901353/ccs,CTCR-P
m84074_240804_073425_s4/247271642/ccs,CTCR-P
m84074_240804_073425_s4/261951117/ccs,CTCR-P
m84074_240804_073425_s4/247337824/ccs,CTCR-P
m84074_240804_073425_s4/267127814/ccs,CTCR-P
m84074_240804_073425_s4/250483451/ccs,CTCR-P
m84074_240804_073425_s4/240129641/ccs,CTCR-P
m84074_240804_073425_s4/240456673/ccs,CTCR-P
m84074_240804_073425_s4/249564215/ccs,CTCR-P
m84074_240804_073425_s4/212143804/ccs,CTCR-P
m84074_240804_073425_s4/267129426/ccs,CTCR-P
m84074_240804_073425_s4/237571129/ccs,CTCR-P
m84074_240804_073425_s4/220074611/ccs,CTCR-P
m84074_240804_073425_s4/256578855/ccs,CTCR-P
m84074_240804_073425_s4/250351677/ccs,CTCR-P
m84074_240804_073425_s4/243731787/ccs,CTCR-P
m84074_240804_073425_s4/263197985/ccs,CTCR-P
m84074_240804_073425_s4/244848350/ccs,CTCR-P
m84074_240804_073425_s4/247730404/ccs,CTCR-P
m84074_240804_073425_s4/257756412/ccs,CTCR-P
m84074_240804_073425_s4/247534280/ccs,CTCR-P
m84074_240804_073425_s4/228003156/ccs,CTCR-P
m84074_240804_073425_s4/220401761/ccs,CTCR-P
m84074_240804_073425_s4/246290088/ccs,CTCR-P
m84074_240804_073425_s4/243471656/ccs,CTCR-P
m84074_240804_073425_s4/234491049/ccs,CTCR-P
m84074_240804_073425_s4/248843484/ccs,CTCR-P
m84074_240804_073425_s4/217780579/ccs,CTCR-P
m84074_240804_073425_s4/255529615/ccs,CTCR-P
m84074_240804_073425_s4/250876255/ccs,CTCR-P
m84074_240804_073425_s4/257625121/ccs,CTCR-P
m84074_240804_073425_s4/258346604/ccs,CTCR-P
m84074_240804_073425_s4/255398144/ccs,CTCR-P
m84074_240804_073425_s4/261296810/ccs,CTCR-P
m84074_240804_073425_s4/211620180/ccs,CTCR-P
m84074_240804_073425_s4/252121846/ccs,CTCR-P
m84074_240804_073425_s4/238620914/ccs,CTCR-P
m84074_240804_073425_s4/217650506/ccs,CTCR-P
m84074_240804_073425_s4/221975778/ccs,CTCR-P
m84074_240804_073425_s4/246617721/ccs,CTCR-P
m84074_240804_073425_s4/248649258/ccs,CTCR-P
m84074_240804_073425_s4/239603760/ccs,CTCR-P
m84074_240804_073425_s4/256381858/ccs,CTCR-P
m84074_240804_073425_s4/258543530/ccs,CTCR-P
m84074_240804_073425_s4/233641493/ccs,CTCR-P
m84074_240804_073425_s4/233640833/ccs,CTCR-P
m84074_240804_073425_s4/241242814/ccs,CTCR-P
m84074_240804_073425_s4/259329767/ccs,CTCR-P
m84074_240804_073425_s4/266211794/ccs,CTCR-P
m84074_240804_073425_s4/216732214/ccs,CTCR-P
m84074_240804_073425_s4/243928854/ccs,CTCR-P
m84074_240804_073425_s4/240522406/ccs,CTCR-P
m84074_240804_073425_s4/247992778/ccs,CTCR-P
m84074_240804_073425_s4/241634602/ccs,CTCR-P
m84074_240804_073425_s4/260445891/ccs,CTCR-P
m84074_240804_073425_s4/249173751/ccs,CTCR-P
m84074_240804_073425_s4/242815280/ccs,CTCR-P
m84074_240804_073425_s4/244257568/ccs,CTCR-P
m84074_240804_073425_s4/262739242/ccs,CTCR-P
m84074_240804_073425_s4/264901345/ccs,CTCR-P
m84074_240804_073425_s4/248911539/ccs,CTCR-P
m84074_240804_073425_s4/222629772/ccs,CTCR-P
m84074_240804_073425_s4/265360254/ccs,CTCR-P
m84074_240804_073425_s4/260443335/ccs,CTCR-P
m84074_240804_073425_s4/251729011/ccs,CTCR-P
m84074_240804_073425_s4/255922571/ccs,CTCR-P
m84074_240804_073425_s4/216993399/ccs,CTCR-P
m84074_240804_073425_s4/212210328/ccs,CTCR-P
m84074_240804_073425_s4/244716892/ccs,CTCR-P
m84074_240804_073425_s4/257889144/ccs,CTCR-P
m84074_240804_073425_s4/238228075/ccs,CTCR-P
m84074_240804_073425_s4/216666703/ccs,CTCR-P
m84074_240804_073425_s4/251989330/ccs,CTCR-P
m84074_240804_073425_s4/221058979/ccs,CTCR-P
m84074_240804_073425_s4/241766648/ccs,CTCR-P
m84074_240804_073425_s4/256643874/ccs,CTCR-P
m84074_240804_073425_s4/227741467/ccs,CTCR-P
m84074_240804_073425_s4/258544639/ccs,CTCR-P
m84074_240804_073425_s4/210704270/ccs,CTCR-P
m84074_240804_073425_s4/243666479/ccs,CTCR-P
m84074_240804_073425_s4/227872852/ccs,CTCR-P
m84074_240804_073425_s4/253105039/ccs,CTCR-P
m84074_240804_073425_s4/249697664/ccs,CTCR-P
m84074_240804_073425_s4/258019939/ccs,CTCR-P
m84074_240804_073425_s4/251925631/ccs,CTCR-P
